usd_irr,inflation_rate,interest_rate,risk
50483.77439006874,25.201628101043188,18.50275815422582,1
59629.30012450104,31.457283981640177,14.610253437186046,1
59435.08220517043,21.511122726100787,16.836879213846235,1
48284.18850535324,39.0256685274662,18.962464266082623,1
45766.57548522273,44.97238931443384,24.081572410425984,2
50099.42265196154,43.89669332092163,10.746284833137851,2
57862.71502067544,43.54118985734828,21.720539828979575,2
54061.732314113484,29.260467625348028,14.748812914846983,1
44613.46265834033,41.884501079590024,29.797283888490504,2
41890.82796698534,23.08600959884544,16.97945971134871,0
55230.54977960115,30.860529451242968,19.96344020989394,1
57535.31398361073,45.99388544363818,27.849594576165572,2
51573.86305613448,35.47035483274861,12.668436716085212,1
51159.4327695031,47.730921320323716,25.788622670034925,2
42768.95019790607,45.36585622060828,24.984794153326536,2
42256.18507537115,45.382735414451744,22.286045603695666,2
52322.760433607335,21.246828529950392,23.24254021262695,1
49194.13538808816,45.67427959587364,24.278783035514873,2
44378.83814475735,30.043464405278684,27.529913235553604,1
50098.317211623995,49.500810058170075,23.009069112077917,2
43611.34232492439,40.22176252230983,21.891095873347425,2
47286.193415121095,28.418741375725272,12.99775435587624,0
47488.35773950946,25.409328085551735,28.383628389886525,0
54027.852117731345,20.135463755444718,27.44931292535017,1
44579.35250774703,21.0389601133451,12.071691086129233,0
40908.65792626946,49.44824604635534,24.114944946713685,2
44716.39577154462,40.96525394912812,13.35450099539376,2
49949.353165154855,35.28005132493389,11.778475869033002,1
55706.40144998577,46.69555763418485,10.174243163758272,2
48694.99211481749,27.867853507492413,24.958402918697654,0
53479.221105697834,33.39149228795656,16.860544573284162,1
55490.79774591843,35.41499236491547,20.504465037565144,1
55615.105767320274,39.03940968318263,22.258890663146076,1
46540.95855805455,48.652435069156866,21.904209820339254,2
58150.89668084186,22.38421680006784,14.272179762952277,1
55683.014521831494,35.38009752591432,12.960534623785607,1
42918.16926008999,21.25872478650534,17.50460140034889,0
49419.07289277392,47.797220440223896,26.851573909125403,2
42220.595989930975,21.06858809893826,15.853133650689813,0
57503.899631676875,34.39764093821176,23.058082628443692,1
48268.22223470874,35.658863418883506,22.237540973761902,1
43944.7751695633,28.807755346465896,10.539777609438257,0
46006.509446830736,39.774475816795686,22.118534064014973,1
47521.000025150715,24.98190810919337,10.252129681989928,0
48809.46045090258,40.81428930752221,24.905468603239765,2
44185.561755165356,46.45984947973465,22.000207670454348,2
46635.10694438516,45.14003114345308,20.640550956879764,2
43215.56625119507,38.23409663192494,20.883051961798742,1
49785.665087687354,41.60665063643789,14.559176476099525,2
42281.685200351894,36.1024398626849,19.941078502948667,1
41588.796171878515,33.488880734195774,26.741111290251386,1
46445.2824457289,22.753692018395725,26.519218812838176,0
41834.64239807242,27.415369947959157,11.867872128142466,0
51877.7609039314,25.875418834843554,19.443228868889047,1
45940.76344944336,43.27386135592271,28.373988597731174,2
55275.72026188846,22.79473966580065,16.509247829678273,1
42406.23720158971,44.37207174432496,27.741338567966906,2
43509.35472978369,49.13520677197653,25.99256524178913,2
55791.56704636254,20.85432258769853,24.64943237246418,1
46849.40713657695,32.159886200829796,21.025753004862075,1
54487.59220795447,27.060720559925826,26.817130764245185,1
42804.80606749554,31.36673154240549,17.64196837662207,1
51231.71187339262,45.87913466012408,14.602058507728453,2
58164.8582200964,44.93096596440277,25.718150424198978,2
53450.21889357073,28.155082752226612,28.722074026728443,1
47493.884939267795,43.544815772980336,16.559542416558237,2
47891.0176977839,28.878146022462932,16.21161501283444,0
41062.60401141511,22.287011848222885,11.355525037994195,0
51048.71219088153,42.712841262856415,26.36942690318135,2
42735.109677203654,30.17797572033181,22.34959934062359,1
58334.90077983072,46.26142713799965,19.079986202087138,2
55412.93220491288,42.77944499640873,15.309721227728836,2
47870.33563401439,33.938886591011084,25.028215016931572,1
51672.07485800067,22.55210346917603,15.231626036267347,1
45551.65014046648,23.0631717698956,19.50180705924774,0
42655.40236856729,23.25434219469439,14.425366849814427,0
58403.71127691108,32.15226900237536,17.565879396681314,1
41162.57825903828,26.111867953096652,25.99093575651642,0
43800.50606441408,48.433769412300805,23.193783911642416,2
52332.29961565312,21.429032923980838,18.323625331013606,1
45135.3019911566,42.43966102401774,14.761804551252212,2
54667.32167608844,22.171674802853218,28.68339219271715,1
42443.0032193461,27.75158244694364,29.504629332720192,0
58444.223720759066,20.644286558990235,11.972966607573712,1
46583.257128039084,27.35697800978285,12.373680777939136,0
41604.13509673836,23.35801332570377,17.947972440780234,0
49028.20042227653,20.265052249107868,12.917482550128042,0
40140.4277376242,30.295881935654325,21.287393628360267,1
40357.902641157125,32.417639918247815,19.31327398646045,1
51211.971230607356,48.63674995300262,20.335279784933363,2
42251.44704175378,41.80752517263698,26.27168624650176,2
57778.71508347147,39.98698686942052,29.27787220064466,1
55979.4785753255,40.833265260607476,12.321089184259858,2
42014.93715235615,48.90980075444085,20.840209975007824,2
47542.62701154939,34.10535610369718,17.885588201786682,1
54639.46285600139,29.027664603324066,27.97699592370093,1
41894.631877019885,34.01777179981328,22.904846364725135,1
42842.723452716506,49.71479041992472,12.528723889813866,2
43516.44469505379,22.49241258892364,15.950614862021961,0
48819.10318255673,22.875314381372313,14.804524341392217,0
45594.56476010804,46.31695965430481,10.958750284745872,2
47147.993364348855,48.261347425565894,27.076038269164453,2
56718.53454497426,45.477768982974354,18.44506637484036,2
52470.7320097704,28.843741882864613,10.441565068633613,1
58784.121895014,37.412905038097726,24.456372616867892,1
45727.19334263729,33.64812458752692,28.203644804542556,1
53739.95159473206,49.39673303174705,22.74610919525676,2
45338.94675914132,24.885304250863502,18.55047501948757,0
53572.7593570871,38.23306382884792,17.890247360893596,1
59094.26855237127,49.44630075828163,23.9182151000254,2
49614.30197948763,39.03863270087779,29.905026977328674,1
58422.08580321491,47.159090907509,23.18008674372893,2
57015.382814127115,26.372711173591817,29.72246361386095,1
48548.981771353465,20.465520959226616,17.43020291304834,0
49434.351245256665,20.7283911409849,27.013312874439528,0
41580.58009725275,30.654828489493127,24.58235976390104,1
46953.22442547497,20.807244265114424,29.781906126576768,0
41635.46657557114,37.40077189963876,26.662503077726928,1
51655.6335318754,36.49944832892245,11.015551771593588,1
53098.636382879034,41.797602069686995,23.076096653263615,2
59298.472108847694,23.484338177661893,19.191392046582997,1
57186.672208350705,41.66871556942503,26.747207975742093,2
42524.06401094413,43.43484464661685,26.717761109149087,2
41594.13992522794,40.87883417977393,21.965478561758694,2
52288.76923411361,21.410591116650988,13.334056858003589,1
57088.25517318891,37.48959256904122,23.97181694081322,1
53111.35857443847,31.48632535273878,10.907170747715977,1
51945.26676744573,42.16936910328904,11.9807498922729,2
55152.14579228492,21.265265281989066,11.11996253957987,1
41804.913253648396,41.663835544242716,29.129470664739333,2
55032.795000683334,30.44531366973918,12.885870380977444,1
52863.15983697709,28.022539614606387,14.614220153127725,1
40415.85467852897,41.81252041635901,14.99165957447757,2
52531.60842966063,25.571994471474447,15.108944874365868,1
59098.03442423341,32.193578476766035,19.66681285069256,1
50406.42269155037,31.956439011603727,25.649699657262797,1
50537.765754910346,48.06909599566639,17.376434640163822,2
58243.7598559991,23.426342925365613,18.680591034515686,1
55699.992699782786,41.46220154332747,18.850462901595442,2
51568.92270315256,26.145013600022583,17.4540192719419,1
42153.3683913136,47.08193904288544,28.515652181023984,2
58345.70779673041,32.55767523194285,23.549057553734933,1
44724.098522723245,31.08075466027779,16.29195036528767,1
52463.98181953117,20.79981598359563,24.523948276704896,1
42713.38627036542,47.74407081087566,12.361147007057024,2
52349.080765463164,20.96696461613073,28.425829938785853,1
53900.68863130089,32.070251071829496,22.36889511605692,1
40897.566920340876,31.955964927165354,18.786796296639082,1
59623.07348418192,35.39157002399852,27.29452340715082,1
52214.403179700355,33.82972607599872,29.602454297500344,1
47858.19603241455,32.12604487950461,10.960881847605286,1
49506.81946336929,37.47422185224251,27.062689946206298,1
45590.39470640564,40.1997104242806,15.282443682776224,2
50755.47594614292,37.88597146133024,19.69492685630216,1
55831.24880212757,26.36643002350305,12.960437481798284,1
47648.297366523526,41.836541847124934,26.047566075009637,2
55522.34097868768,22.731392156682894,18.690143721540977,1
43942.09418129944,29.353982352728117,21.156224602005807,0
40030.72322488697,43.566300132614735,10.775720585995545,2
55804.63260461954,21.324736054440233,18.936956660939977,1
43952.289276513045,33.660943973333154,28.24294881011649,1
45466.57416305376,24.873298853808457,26.835255564180432,0
53997.02664734284,33.190487137877916,10.54350296742034,1
44845.78141667531,28.0487325447545,18.109902343662434,0
48771.5853618657,49.52129755698462,12.234202205427387,2
56187.35637081097,39.39085097412344,20.922725400375555,1
44716.07505871861,44.713384447996916,19.536832363846663,2
52460.134453340244,47.97056523611563,14.280837894449288,2
45793.36342898995,29.2718678950049,14.452588043291083,0
55951.7969198843,44.97673947231218,15.453655777079438,2
42088.478219035474,26.870242277525634,15.32179826676338,0
50751.32171611443,26.37999506155037,25.164613489296944,1
48976.86489763335,45.877196960364216,26.95746886549683,2
51189.44024165118,38.921963424192285,25.947202552433687,1
55416.9230141091,25.20271794200875,24.888907170369826,1
50705.500928796806,45.38144165568507,17.844250853389827,2
43591.63624883065,41.57658490893907,11.435918293759686,2
45064.58888004342,37.25668853819835,29.695468965780208,1
42019.72464289913,26.121726104503686,26.743675048923144,0
56271.24441302419,29.710523085168305,22.315701570627212,1
42625.01570147373,42.4461484547316,15.424390126986502,2
42479.1401363999,34.738341798131216,16.327043010106017,1
51588.78801852866,22.452752150205452,20.572894795865224,1
46008.92104386302,41.381302562864235,13.90383205963456,2
42166.116327946926,36.422956392062275,14.007382910242486,1
58646.567382477486,32.756079686504144,20.715516243568693,1
42000.40540953069,38.27045787716777,16.91946324809903,1
42411.200296553354,20.640810610588193,11.671211964606616,0
58746.70642833115,27.429564040236464,25.342640530415174,1
59157.65645570455,26.124102502304694,24.01440606195157,1
45340.9239613524,21.968286481596067,10.95003849852085,0
50812.85755632944,32.877553230089404,27.955023361258,1
45992.138142984506,48.36516194820643,25.366373968193102,2
44780.46421072404,20.001427722807684,26.310499733604175,0
46848.33994115113,24.368936291958885,27.60957971802765,0
53576.29576711717,47.852826330012604,24.69060475065249,2
46750.02773057389,49.54210997699458,21.69878616061741,2
43318.943462086536,29.52571626996939,13.308688033591437,0
45108.50170222495,48.68894270798887,18.29362559741497,2
47690.3713106393,35.46788365821061,12.771533895545106,1
50385.690891642254,29.348089020700055,11.385790988387797,1
57486.8164984554,25.41154411653321,10.200910199855427,1
49269.2582991386,33.65913233182716,13.44248019913264,1
53190.68455873168,25.249227069334562,18.001848713916296,1
56877.133715516975,29.05101863857491,27.451179683883588,1
46026.683024387225,47.02986589384429,27.83370727516299,2
43934.590947999684,26.883625282696137,14.44191786699639,0
49028.92812379886,45.153139442305786,18.008956000117493,2
41022.25448936944,24.197309594395335,17.16854848186099,0
44285.78988003543,20.428755244240385,13.63639810443038,0
46749.22962432339,47.41599226052682,26.323419480978625,2
56708.53345943143,22.19176972647147,19.682895927428813,1
45744.67266028367,23.591339012250295,26.08501024050132,0
51993.04773555327,42.19583572969056,17.040979786192256,2
58503.49398878569,27.103145656051947,29.70375911299008,1
55981.33102374082,29.836914701533242,23.718862721997773,1
46570.82034130281,27.553085247078755,10.700064531245088,0
44658.09408564405,22.20234657938916,11.141914502006156,0
57639.59631841057,39.49729595898072,14.129812343088766,1
41857.46768068216,31.19339454515736,10.893202312374001,1
43831.97825856282,27.057557061594554,20.492831640631806,0
56938.588915512526,47.94924115480576,13.171591718341189,2
42923.28795445495,22.22179164464584,29.756025419954426,0
44382.54670907042,22.689471773649622,24.658792852318054,0
44262.95905386997,43.03424654359533,16.228318363615465,2
55373.21824050856,47.88190454066153,24.489026581795382,2
56955.780667209154,23.640808927827376,24.368069771234588,1
43530.51258238728,43.97896724042603,28.698731691874364,2
58521.770286499646,30.759529310564513,16.74824536716908,1
46164.95117132536,39.576398535432745,18.98492027679993,1
48062.98708209326,21.252557263069633,19.69752153244696,0
47695.293020713325,41.188357032596116,20.552903744649043,2
46698.64295707651,45.17395549121596,24.60533492893461,2
44775.31756586211,28.249765708889555,16.079800624523436,0
47053.45538831231,25.087567352200157,18.704263895489163,0
59926.29840863347,34.467565650117876,26.66942671189257,1
57850.31524390486,38.383395544539624,25.017249820588496,1
55278.19575175919,27.11191711917392,24.506703707975483,1
59983.822444936246,46.83069636973582,29.64287267503185,2
40107.40509589541,22.748363906377698,24.60316881971938,0
57776.473812112235,23.480482710628188,11.40836007803366,1
48446.69377690167,27.23617203135671,14.14183589447518,0
59262.127098878555,43.88569884854286,19.563449138716088,2
54922.87489163047,43.25471616061971,29.067685719066308,2
54690.26400000817,46.80951428009766,25.01749533829127,2
57609.73944017374,42.34173160867717,13.352073694523947,2
56897.35849003108,45.70763707628615,28.164711756958088,2
45009.59629756098,20.189178500043226,23.708255306027823,0
52793.5415934005,23.067831968324263,20.87637378840374,1
49160.04203233044,23.817655771308385,29.301404524480795,0
45467.336484417625,41.84462049647476,26.707629858503687,2
53009.96903167367,47.72485646659638,20.335998118370263,2
54424.54266667146,40.71271967917514,17.867166318247627,2
44436.069605630495,24.126394109817717,12.410873076405686,0
55758.74274903891,40.81657672269762,25.910958657601515,2
47711.63064506296,27.52619229910985,10.0080037201899,0
58623.43570927049,44.404638019257405,29.728213878464583,2
47786.4981415703,37.19882700425573,15.606982743380842,1
57306.01067976036,38.992213039123854,20.55110959123306,1
42259.341150463646,22.022863703681242,28.96736541886981,0
46411.21006170597,37.76273096079002,27.164003938697846,1
52977.75418357089,33.3520802240106,25.643767274452003,1
58573.32362509005,46.0372362768954,14.687452694008211,2
42301.295196205654,34.61739729644961,27.932029441956217,1
43387.14102073912,31.04480073888871,18.331474040031868,1
52451.903628740525,43.40820480293602,10.973991299978728,2
46215.403005902335,21.057126214231094,17.280356294414794,0
59660.959285882134,34.735543061827244,27.52391591058204,1
48571.15529756318,42.66961760083435,18.77855665724896,2
42025.38476355852,23.838492009787526,16.231907907839393,0
42865.44357023284,34.39000030785402,23.2046831004277,1
55758.86844524862,32.389321565670976,26.500305857086964,1
48748.54284838761,37.58503378639193,23.378202812431347,1
48882.81637410955,30.783327327339574,10.296784509345663,1
51974.42228676006,36.266852065076925,17.023301242449037,1
50149.448608121114,26.5332141230343,27.92263200453652,1
56250.096048775835,35.17372352387324,17.27624952876203,1
41779.66673058321,27.93325197919056,27.772606612885575,0
59642.37651920006,36.314634453573404,28.95160024550369,1
51461.39198101655,42.3169278766767,12.52145100745305,2
54077.23930503079,37.597355014150594,10.937764948595097,1
59718.612235319044,35.159570525352486,13.108472587238396,1
59658.11550397141,28.697356149296738,26.429223055479227,1
47132.428843279544,26.685874354532658,22.35544566956137,0
50683.760045784584,47.61138211922588,20.73337749611454,2
42873.82738212043,26.978513137108123,10.359890228467945,0
49614.4686818981,27.760229742991253,26.538850392462983,0
58995.63949600002,32.14975595470551,18.34203299556073,1
55699.50758992112,29.463407603761326,17.753664417336523,1
53212.89816457265,20.71100575075957,14.490059944955574,1
59683.20599260283,48.34362625707506,25.469470341216834,2
47022.58425818663,39.640936720462264,16.78406248818196,1
41464.875473185544,35.12420301049455,20.492081333154765,1
44021.3278791015,29.42604621857953,24.208261058449608,0
52201.79416094894,42.595552238035125,15.13595744253591,2
48503.50414311235,29.07755712394733,28.55993072962501,0
52296.90103581044,28.596751313968866,22.800033396829285,1
53809.42098931087,37.436183868046584,16.269279190355697,1
49224.26628380722,20.094311261155788,22.357470668802733,0
59030.3265773258,20.685600817001337,14.326654030243875,1
49028.79040205952,29.458543123930884,17.268613023444686,0
45089.00614240447,42.282971683051436,11.407106825446153,2
56518.70563000918,48.079103224564136,24.081714674857075,2
57664.382555429314,43.34741962556156,24.99743372094045,2
59719.737475180424,26.07308744377329,11.54228945751793,1
45659.420995859466,21.97142957112342,27.958612450533074,0
51338.15952566569,20.634402584500847,20.53261810318351,1
54107.68776339828,42.193489363557845,14.501909357525154,2
50831.63813306389,47.338111906823606,29.409795323651217,2
53367.12072574289,40.38785127902204,14.693579529520601,2
47124.61496026533,47.88224599149664,24.665139435044185,2
47166.57025334159,21.922902619576405,28.459632482033445,0
52355.68300161333,45.744173442591546,22.340723555723056,2
45652.81196315176,32.85254464877409,28.574196401449438,1
40071.109263185615,24.003304935194897,19.159752296173373,0
40465.6421905299,27.121425878884452,29.947752483635007,0
50937.467826376254,42.16822767843762,11.867536182042715,2
55627.09086804334,45.19305323578445,13.541126189752127,2
41922.61940826332,40.284867630504436,13.690584682924056,2
45390.224014481006,40.14620705296908,16.895237440674844,2
40623.544418008925,20.075877728164937,12.317359245935188,0
43750.449588577605,32.7359644853319,28.303417114209395,1
47202.29296096727,38.596238218959186,16.36270340636531,1
51361.69020373469,47.84393035088667,22.02137218050509,2
56982.85812759271,26.220870298767704,13.172874324466601,1
59519.097580627946,45.50474229377831,14.6729581869905,2
40408.591966630185,43.29047626779797,18.067400415461442,2
51438.79221444646,44.18941885243743,11.383154076921358,2
55426.78992726723,34.965528809346964,19.014891795206204,1
40517.23789513222,34.55940081185268,23.940971682319955,1
47531.738625983184,24.027476453411897,23.512594901534115,0
47243.58182700004,21.0764384951979,29.891586338473978,0
58991.97908112519,40.020748826596346,27.293137525905706,2
58699.30231920852,28.294673828603734,22.338766261554614,1
57970.82727031654,23.154856177358837,28.09072771139156,1
42892.31650278099,35.32812588656667,13.232016498898673,1
41743.27858654427,39.54301392038254,18.27298095727116,1
43090.69896535115,21.032261769107038,10.298201486230793,0
58169.208817343475,32.43969134114316,27.23090610387186,1
45105.05750439691,26.721442004261732,15.845060648435494,0
59062.58681760996,27.51268777473979,28.97821882595543,1
56249.85644706139,30.595856109311306,16.68056571825928,1
53686.717015677976,23.16045272262671,25.204485189116713,1
46295.87488498701,24.017571374824374,26.338562787294173,0
52572.84465881006,27.231128616200294,26.421699115244337,1
44613.58705831072,27.05955705524924,23.988028886431508,0
44058.93233813631,37.419905067941194,15.58293194971476,1
47262.84300857266,21.736342745537975,28.710676819512326,0
58579.30354678995,44.790681886780376,14.635386447829529,2
53194.6540426759,23.456515766831238,19.994095291338922,1
42129.67422554023,49.52325511807351,22.65912005857166,2
45447.907416682545,29.13260459302875,21.22882952105506,0
53542.3949713381,45.121770407190155,28.89545036412009,2
42233.21472434003,29.35036664104892,21.90352228755591,0
47251.9799924375,23.491779252427406,20.937967139639913,0
42667.26220513214,46.86273698925602,16.395673726500327,2
57418.71070927379,40.96052949506654,12.436060207796087,2
59892.29990069564,29.49103531526314,17.73267210235582,1
50914.94927288471,39.26233014269354,15.571302305605816,1
55382.73956073247,46.219321142443434,17.364057454213274,2
47557.39012959873,47.220630344868816,18.38979353442795,2
43669.90600247302,21.10120571894811,22.45265169519488,0
52119.95283020161,37.18406363064549,20.368788472740963,1
42155.88174872832,44.86825725906691,18.375279506784597,2
41874.868995553916,24.793945960478194,15.980203746369595,0
47815.798367912306,34.51884311356007,24.629095864529788,1
51788.48922749599,33.83886881631186,20.009846965278598,1
50827.999682121044,42.79449582040233,21.017751011203874,2
41553.30838523369,24.054291462849545,23.20667580895207,0
53555.558198459825,49.59642184925103,17.130773695423237,2
50205.07951852961,43.231724633770185,13.27516929619219,2
42425.187317143136,47.274361095158625,25.545470697385973,2
44499.32382819173,41.27752426907558,25.262044986183582,2
51525.345062780674,43.875578165541675,29.944279610590662,2
50717.31540604706,46.19977381634439,29.00381298791216,2
41222.71686006752,25.621281165935365,21.881614788703587,0
51337.74877484369,33.04061776952629,23.32839812234028,1
52373.87814489799,34.902404456377624,20.1737985297859,1
55930.14846902146,24.241113331161813,17.74388602891716,1
57388.54939964168,49.03792726869164,29.947709185953748,2
48463.91449193148,45.243649745760365,20.512721503393166,2
57018.879556330205,40.66319107000404,28.01815771065474,2
40279.113114176864,33.54898533918457,21.060591652103625,1
46917.9754283979,29.423576265268274,23.550445290255055,0
40991.25056790036,40.1423258422099,22.792577270953952,2
40225.810563319785,20.676193267247225,15.531769981637488,0
52359.34845068539,36.6489082021518,14.595935788349411,1
52859.3903877713,31.208381633205143,12.084646841250596,1
43206.18682285936,36.18363587288275,22.315770866925,1
43454.9965493658,26.952519306717086,28.08920220021125,0
41525.95935728157,27.929702273991317,20.829224987347736,0
57887.23959825568,28.473223894282373,26.236434411075564,1
52522.79608011177,48.33035259602002,16.603195034899056,2
52462.374666840304,23.963091453384695,23.535434979915703,1
50314.67006841113,43.06096512727734,29.709908370267744,2
59616.426888753565,42.3291873130827,12.93103832977601,2
49350.499422466455,33.34535972686634,20.316844739245024,1
59632.05199573384,32.24446222532678,16.53924142119662,1
57845.113742213296,41.58791311849614,16.449416254202294,2
50858.24802278771,31.7095419968311,18.246754569200156,1
41481.98414686366,24.07589724248204,25.38268953655603,0
54243.46508608914,42.27145120056578,13.530323038267472,2
47323.84524981366,32.45782903001556,20.055370521735938,1
48751.75025855396,35.446367398419454,10.004416775491034,1
58356.501343388445,25.73330788875282,28.164581538039688,1
53881.01895376882,37.57904841676364,20.99655836550784,1
48950.39925505851,38.0946197874038,22.80534041604153,1
56649.13123852113,22.467816264183856,10.29945444530062,1
50423.03567503499,44.41638600237203,10.779817219687075,2
52513.9165529548,38.561662452441766,24.39139164490078,1
59790.297188786106,39.686279902512666,12.876914137505809,1
41840.628777954174,41.24172406132027,27.07253677477781,2
40169.927777836536,43.95793079081568,24.504485807525437,2
43372.46528548075,23.95151755979425,26.705500224896575,0
46186.83632041431,24.494626520460784,17.601378979369954,0
50204.0184047832,32.81596972911714,14.98044590349441,1
54386.093909360054,22.021196002320313,15.540367738586681,1
45726.07568205888,38.17433019776473,13.323665021900041,1
54032.62573510916,25.11047686120031,20.077358495417045,1
42021.22946576871,27.83354121191014,15.453792430526189,0
55243.32108061324,41.086964680706245,14.3449535085184,2
50642.8080051267,22.123933004795944,26.034151819474413,1
53052.25086076772,34.48642998724943,20.073925982561303,1
55835.55282188752,47.438868412337825,10.689455946589712,2
53410.42969878352,29.388933008951007,16.075571502737525,1
52445.7221145154,25.678169683130612,12.261983261317313,1
40429.4431912191,20.711242165778884,10.25917708276187,0
51329.40849446301,35.026610828068826,26.02176643215894,1
50868.76975628924,33.9684893770173,23.304283212420764,1
53914.662217412515,38.00769529226966,26.432651898997076,1
57667.18253506405,20.962949024184972,22.370506423772376,1
49253.019854996804,20.65362860658814,16.433866120776294,0
53380.49306758326,36.66805513025671,11.86663363043056,1
45726.45088758591,39.37634216554068,17.5048890508962,1
47410.399515836994,39.6189375706265,28.649846925519366,1
47915.78086927299,35.961544587054725,19.923113300857022,1
55595.33989315298,27.159875141188536,24.901632378965544,1
48368.93466738585,44.255688543517934,18.144886970198986,2
44006.05980157253,44.05583035205363,14.626057444874487,2
42394.511464324816,28.598545427034175,13.64580262979378,0
42931.166949854254,24.600871520161604,11.275551454325006,0
43864.98531894674,24.982950844618312,10.994025504023607,0
52484.94150946177,48.727829606430966,27.02727189373072,2
48946.90832803001,46.83172937164362,15.611792300015807,2
58230.4608392187,43.51121273473831,12.935861322892173,2
45080.9722994417,39.51331961369429,21.189061922310007,1
54933.88654399785,28.308067635366953,10.198370558541008,1
45938.44604905521,29.339257099792448,13.56548382650508,0
55680.71078842216,25.466413271570985,21.28094480488695,1
46733.292165887324,40.60807240173351,23.783456990093768,2
53935.88833509553,24.0187328502278,28.995028693987397,1
43344.63901654035,41.068016319637366,21.485810626446504,2
46847.92893898791,48.30727325677928,27.878820490511572,2
58116.48758571136,23.522049860097518,14.626631239265254,1
51670.90269653849,40.937802125219534,18.28169957159364,2
46517.381624606955,30.971940488219225,26.780132992143194,1
44148.46241635128,25.928111444646333,13.565275255598312,0
54325.737858765715,34.036957426471375,16.336973351277905,1
47411.11838121936,49.91060623281778,26.971272975202435,2
49469.91740035942,47.498739573691225,28.760329466314168,2
43101.73189533467,38.55854949724366,21.046103463271713,1
59250.63153631736,36.27042947578231,13.248408221600378,1
52931.13708588143,25.250843819776854,25.035652455718704,1
48880.273460347984,22.473441474799298,16.439747811463143,0
56525.833550455936,20.583875336676186,23.382958995036702,1
42088.86556171026,34.064360521015175,14.388175185875943,1
44810.96909132195,30.8131487252575,17.000641374046445,1
51686.56731785544,34.63898166191598,27.535599911288454,1
50907.47910517563,37.64191174930116,28.901212453434034,1
52401.44294833262,46.742983131419166,13.293750981451621,2
40574.05538279574,40.688177471045435,22.477822722248973,2
45810.588601180745,44.6796860611019,28.14167603451114,2
